,Unnamed: 0,Name,starName,defaultPlanetEntry,numStars,numPlanets,solution,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,bestEarthMass,bestMassProvenance,eccentricity,equilTemp,stellarEffTemp,stellarRadius,stellarMetallicity,stellarMetallicityRatio,luminosity,stellarAge,distance
30657,30657,Kepler-882 b,Kepler-882,0,1,1,Kepler Project Candidate (q1_q8_koi),0,3.98955,0.046,0.95,,,,0.0,927.0,5267.0,0.73,,,,0.6,504.605
30658,30658,Kepler-882 b,Kepler-882,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,3.98954419,0.0449,0.93,,,,0.0,903.0,5229.0,0.69,-0.42,[Fe/H],,,504.605
30661,30661,Kepler-883 b,Kepler-883,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,12.98495573,0.102,1.53,,,,0.0,834.0,6212.0,0.94,-0.82,[Fe/H],,,627.455
30663,30663,Kepler-883 b,Kepler-883,0,1,1,Kepler Project Candidate (q1_q16_koi),0,12.98495573,0.102,1.53,,,,0.0,834.0,6212.0,0.94,-0.82,[Fe/H],,,627.455
30666,30666,Kepler-883 b,Kepler-883,0,1,1,Kepler Project Candidate (q1_q8_koi),0,12.98497,0.112,1.89,,,,0.0,861.0,6267.0,1.09,,,,1.48,627.455
30668,30668,Kepler-883 b,Kepler-883,0,1,1,Kepler Project Candidate (q1_q12_koi),0,12.98495573,0.102,1.53,,,,0.0,834.0,6212.0,0.94,-0.82,[Fe/H],,,627.455
30669,30669,Kepler-883 b,Kepler-883,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,12.98494603,0.1055,1.64,,,,0.0,818.0,5948.0,1.02,-0.26,[Fe/H],,,627.455
30671,30671,Kepler-884 b,Kepler-884,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,5.69919514,0.0625,1.32,,,,0.0,1089.0,6070.0,1.03,-0.18,[Fe/H],,,476.733
30672,30672,Kepler-884 b,Kepler-884,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,5.69919592,0.0622,1.16,,,,0.0,964.0,5646.0,0.93,0.12,[Fe/H],,,476.733
30675,30675,Kepler-884 b,Kepler-884,0,1,1,Kepler Project Candidate (q1_q16_koi),0,5.69919514,0.0625,1.32,,,,0.0,1089.0,6070.0,1.03,-0.18,[Fe/H],,,476.733
30678,30678,Kepler-884 b,Kepler-884,0,1,1,Kepler Project Candidate (q1_q8_koi),0,5.699215,0.063,1.46,,,,0.0,1098.0,6069.0,1.06,,,,3.6,476.733
30679,30679,Kepler-884 b,Kepler-884,0,1,1,Kepler Project Candidate (q1_q12_koi),0,5.69919514,0.0625,1.32,,,,0.0,1089.0,6070.0,1.03,-0.18,[Fe/H],,,476.733
30682,30682,Kepler-885 b,Kepler-885,0,1,1,Kepler Project Candidate (q1_q12_koi),0,18.11472949,0.1441,2.41,,,,0.0,864.0,6453.0,1.33,-0.02,[Fe/H],,,651.318
30685,30685,Kepler-885 b,Kepler-885,0,1,1,Kepler Project Candidate (q1_q16_koi),0,18.11472949,0.1441,2.41,,,,0.0,864.0,6453.0,1.33,-0.02,[Fe/H],,,651.318
30686,30686,Kepler-885 b,Kepler-885,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,18.11473813,0.1432,2.49,,,,0.0,830.0,6109.0,1.36,0.14,[Fe/H],,,651.318
30688,30688,Kepler-885 b,Kepler-885,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,18.11472949,0.1441,2.41,,,,0.0,864.0,6453.0,1.33,-0.02,[Fe/H],,,651.318
30689,30689,Kepler-885 b,Kepler-885,0,1,1,Kepler Project Candidate (q1_q8_koi),0,18.1145,0.143,2.15,,,,0.0,853.0,6450.0,1.29,,,,2.58,651.318
30690,30690,Kepler-886 b,Kepler-886,0,1,1,Kepler Project Candidate (q1_q12_koi),0,6.24146367,0.0671,1.36,,,,0.0,1098.0,6334.0,1.04,-0.32,[Fe/H],,,711.297
30691,30691,Kepler-886 b,Kepler-886,0,1,1,Kepler Project Candidate (q1_q16_koi),0,6.24146367,0.0671,1.36,,,,0.0,1098.0,6334.0,1.04,-0.32,[Fe/H],,,711.297
30695,30695,Kepler-886 b,Kepler-886,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,6.24146367,0.0671,1.36,,,,0.0,1098.0,6334.0,1.04,-0.32,[Fe/H],,,711.297
30696,30696,Kepler-886 b,Kepler-886,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,6.24145791,0.067,1.6,,,,0.0,1111.0,5810.0,1.26,0.1,[Fe/H],,,711.297
30697,30697,Kepler-886 b,Kepler-886,0,1,1,Kepler Project Candidate (q1_q8_koi),0,6.241515,0.07,1.66,,,,0.0,1111.0,6352.0,1.1,,,,0.76,711.297
30700,30700,Kepler-887 b,Kepler-887,0,1,2,Kepler Project Candidate (q1_q12_koi),0,20.42228798,0.1543,1.62,,,,0.0,781.0,6422.0,1.17,-0.06,[Fe/H],,,886.588
30701,30701,Kepler-887 b,Kepler-887,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,20.42228798,0.1543,1.62,,,,0.0,781.0,6422.0,1.17,-0.06,[Fe/H],,,886.588
30703,30703,Kepler-887 b,Kepler-887,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,20.4222447,0.1536,1.78,,,,0.0,785.0,6119.0,1.3,0.1,[Fe/H],,,886.588
30704,30704,Kepler-887 b,Kepler-887,0,1,2,Kepler Project Candidate (q1_q8_koi),0,20.42226,0.154,1.64,,,,0.0,762.0,6401.0,1.12,,,,0.85,886.588
30709,30709,Kepler-887 b,Kepler-887,0,1,2,Kepler Project Candidate (q1_q16_koi),0,20.42228798,0.1543,1.62,,,,0.0,781.0,6422.0,1.17,-0.06,[Fe/H],,,886.588
30711,30711,Kepler-887 c,Kepler-887,0,1,2,Kepler Project Candidate (q1_q12_koi),0,7.63846023,0.0801,1.05,,,,0.0,1084.0,6422.0,1.17,-0.06,[Fe/H],,,886.588
30712,30712,Kepler-887 c,Kepler-887,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,7.63846084,0.0797,1.12,,,,0.0,1089.0,6119.0,1.3,0.1,[Fe/H],,,886.588
30715,30715,Kepler-887 c,Kepler-887,0,1,2,Kepler Project Candidate (q1_q16_koi),0,7.63846023,0.0801,1.05,,,,0.0,1084.0,6422.0,1.17,-0.06,[Fe/H],,,886.588
30716,30716,Kepler-887 c,Kepler-887,0,1,2,Kepler Project Candidate (q1_q8_koi),0,7.63861,0.08,0.95,,,,0.0,1058.0,6401.0,1.12,,,,0.85,886.588
30718,30718,Kepler-887 c,Kepler-887,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,7.63846023,0.0801,1.05,,,,0.0,1084.0,6422.0,1.17,-0.06,[Fe/H],,,886.588
30720,30720,Kepler-888 b,Kepler-888,0,1,1,Kepler Project Candidate (q1_q8_koi),0,70.6985,0.344,2.22,,,,0.0,505.0,6190.0,1.18,,,,3.7,420.817
30722,30722,Kepler-888 b,Kepler-888,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,70.6979061,0.3341,2.26,,,,0.0,505.0,6174.0,1.15,-0.26,[Fe/H],,,420.817
30726,30726,Kepler-888 b,Kepler-888,0,1,1,Kepler Project Candidate (q1_q12_koi),0,70.6979061,0.3341,2.26,,,,0.0,505.0,6174.0,1.15,-0.26,[Fe/H],,,420.817
30727,30727,Kepler-888 b,Kepler-888,0,1,1,Kepler Project Candidate (q1_q16_koi),0,70.6979061,0.3341,2.26,,,,0.0,505.0,6174.0,1.15,-0.26,[Fe/H],,,420.817
30728,30728,Kepler-888 b,Kepler-888,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,70.6981724,0.328,1.63,,,,0.0,417.0,5811.0,0.87,-0.2,[Fe/H],,,420.817
30732,30732,Kepler-889 b,Kepler-889,0,1,1,Kepler Project Candidate (q1_q12_koi),0,3.744439,0.0486,1.06,,,,0.0,1295.0,5849.0,1.23,0.22,[Fe/H],,,598.313
30733,30733,Kepler-889 b,Kepler-889,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,3.74443645,0.0492,1.1,,,,0.0,1328.0,5876.0,1.29,0.24,[Fe/H],,,598.313
30735,30735,Kepler-889 b,Kepler-889,0,1,1,Kepler Project Candidate (q1_q16_koi),0,3.744439,0.0486,1.06,,,,0.0,1295.0,5849.0,1.23,0.22,[Fe/H],,,598.313
30736,30736,Kepler-889 b,Kepler-889,0,1,1,Kepler Project Candidate (q1_q8_koi),0,3.744351,0.049,1.28,,,,0.0,1250.0,5862.0,1.15,,,,3.2,598.313
30737,30737,Kepler-889 b,Kepler-889,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,3.744439,0.0486,1.06,,,,0.0,1295.0,5849.0,1.23,0.22,[Fe/H],,,598.313
30739,30739,Kepler-890 b,Kepler-890,0,1,1,Kepler Project Candidate (q1_q8_koi),0,52.75886,0.282,7.4,,,,0.0,503.0,6119.0,0.98,,,,0.3,1712.12
30741,30741,Kepler-890 b,Kepler-890,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,52.75878505,0.2944,8.76,,,,0.0,540.0,6228.0,1.14,0.21,[Fe/H],,,1712.12
30742,30742,Kepler-890 b,Kepler-890,0,1,1,Kepler Project Candidate (q1_q12_koi),0,52.75875577,0.2948,9.04,,,,0.0,545.0,6244.0,1.15,0.21,[Fe/H],,,1712.12
30744,30744,Kepler-890 b,Kepler-890,0,1,1,Kepler Project Candidate (q1_q16_koi),0,52.75875577,0.2948,9.04,,,,0.0,545.0,6244.0,1.15,0.21,[Fe/H],,,1712.12
30745,30745,Kepler-890 b,Kepler-890,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,52.75875577,0.2948,9.04,,,,0.0,545.0,6244.0,1.15,0.21,[Fe/H],,,1712.12
30749,30749,Kepler-891 b,Kepler-891,0,1,1,Kepler Project Candidate (q1_q12_koi),0,53.44945593,0.2881,6.04,,,,0.0,486.0,5919.0,1.0,0.21,[Fe/H],,,2340.58
30750,30750,Kepler-891 b,Kepler-891,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,53.44945593,0.2881,6.04,,,,0.0,486.0,5919.0,1.0,0.21,[Fe/H],,,2340.58
30751,30751,Kepler-891 b,Kepler-891,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,53.44944498,0.2881,5.82,,,,0.0,486.0,5919.0,1.0,0.21,[Fe/H],,,2340.58
30754,30754,Kepler-891 b,Kepler-891,0,1,1,Kepler Project Candidate (q1_q16_koi),0,53.44945593,0.2881,6.04,,,,0.0,486.0,5919.0,1.0,0.21,[Fe/H],,,2340.58
30755,30755,Kepler-891 b,Kepler-891,0,1,1,Kepler Project Candidate (q1_q8_koi),0,53.44965,0.276,5.1,,,,0.0,453.0,5796.0,0.87,,,,0.4,2340.58
30759,30759,Kepler-892 b,Kepler-892,0,1,1,Kepler Project Candidate (q1_q12_koi),0,13.7521072,0.1014,2.74,,,,0.0,556.0,4797.0,0.7,-0.1,[Fe/H],,,570.727
30760,30760,Kepler-892 b,Kepler-892,0,1,1,Kepler Project Candidate (q1_q16_koi),0,13.7521072,0.1014,2.74,,,,0.0,556.0,4797.0,0.7,-0.1,[Fe/H],,,570.727
30763,30763,Kepler-892 b,Kepler-892,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,13.75207851,0.1015,2.81,,,,0.0,556.0,4802.0,0.7,-0.1,[Fe/H],,,570.727
30764,30764,Kepler-892 b,Kepler-892,0,1,1,Kepler Project Candidate (q1_q8_koi),0,13.7521,0.099,2.88,,,,0.0,546.0,4777.0,0.67,,,,13.7,570.727
30766,30766,Kepler-892 b,Kepler-892,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,13.7521072,0.1014,2.74,,,,0.0,556.0,4797.0,0.7,-0.1,[Fe/H],,,570.727
30768,30768,Kepler-893 b,Kepler-893,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,6.33855946,0.0699,3.31,,,,0.0,1034.0,6108.0,1.03,0.07,[Fe/H],,,1285.59
30770,30770,Kepler-893 b,Kepler-893,0,1,1,Kepler Project Candidate (q1_q16_koi),0,6.33855761,0.0699,3.19,,,,0.0,1034.0,6108.0,1.03,0.07,[Fe/H],,,1285.59
30774,30774,Kepler-893 b,Kepler-893,0,1,1,Kepler Project Candidate (q1_q12_koi),0,6.33855761,0.0699,3.19,,,,0.0,1034.0,6108.0,1.03,0.07,[Fe/H],,,1285.59
30775,30775,Kepler-893 b,Kepler-893,0,1,1,Kepler Project Candidate (q1_q8_koi),0,6.338518,0.069,2.85,,,,0.0,944.0,5863.0,0.92,,,,,1285.59
30776,30776,Kepler-893 b,Kepler-893,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,6.33855761,0.0699,3.19,,,,0.0,1034.0,6108.0,1.03,0.07,[Fe/H],,,1285.59
30780,30780,Kepler-894 b,Kepler-894,0,1,1,Kepler Project Candidate (q1_q8_koi),0,9.80314,0.092,2.46,,,,0.0,801.0,5920.0,0.87,,,,,1162.91
30783,30783,Kepler-894 b,Kepler-894,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,9.803224,0.0916,3.23,,,,0.0,896.0,6170.0,0.99,-0.16,[Fe/H],,,1162.91
30784,30784,Kepler-894 b,Kepler-894,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,9.80321143,0.0916,2.99,,,,0.0,896.0,6170.0,0.99,-0.16,[Fe/H],,,1162.91
30785,30785,Kepler-894 b,Kepler-894,0,1,1,Kepler Project Candidate (q1_q12_koi),0,9.803224,0.0916,3.23,,,,0.0,896.0,6170.0,0.99,-0.16,[Fe/H],,,1162.91
30786,30786,Kepler-894 b,Kepler-894,0,1,1,Kepler Project Candidate (q1_q16_koi),0,9.803224,0.0916,3.23,,,,0.0,896.0,6170.0,0.99,-0.16,[Fe/H],,,1162.91
30791,30791,Kepler-895 b,Kepler-895,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,2.80624233,0.0319,1.34,,,,0.0,708.0,3940.0,0.53,-0.18,[Fe/H],,,540.134
30792,30792,Kepler-895 b,Kepler-895,0,1,1,Kepler Project Candidate (q1_q12_koi),0,2.80624233,0.0319,1.34,,,,0.0,708.0,3940.0,0.53,-0.18,[Fe/H],,,540.134
30793,30793,Kepler-895 b,Kepler-895,0,1,1,Kepler Project Candidate (q1_q16_koi),0,2.80624233,0.0319,1.34,,,,0.0,708.0,3940.0,0.53,-0.18,[Fe/H],,,540.134
30795,30795,Kepler-895 b,Kepler-895,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,2.80624349,0.0328,1.41,,,,0.0,771.0,4153.0,0.58,-0.22,[Fe/H],,,540.134
30796,30796,Kepler-895 b,Kepler-895,0,1,1,Kepler Project Candidate (q1_q8_koi),0,2.806242,0.033,1.46,,,,0.0,789.0,4320.0,0.57,,,,14.0,540.134
30797,30797,Kepler-896 b,Kepler-896,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,144.547396,0.5162,2.6,,,,0.0,304.0,5514.0,0.81,-0.16,[Fe/H],,,2334.93
30799,30799,Kepler-896 b,Kepler-896,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,144.551628,0.5164,3.06,,,,0.0,303.0,5510.0,0.8,-0.16,[Fe/H],,,2334.93
30800,30800,Kepler-896 b,Kepler-896,0,1,2,Kepler Project Candidate (q1_q8_koi),0,144.5431,0.519,2.9,,,,0.0,303.0,5506.0,0.81,,,,2.3,2334.93
30805,30805,Kepler-896 b,Kepler-896,0,1,2,Kepler Project Candidate (q1_q12_koi),0,144.547396,0.5162,2.6,,,,0.0,304.0,5514.0,0.81,-0.16,[Fe/H],,,2334.93
30806,30806,Kepler-896 b,Kepler-896,0,1,2,Kepler Project Candidate (q1_q16_koi),0,144.547396,0.5162,2.6,,,,0.0,304.0,5514.0,0.81,-0.16,[Fe/H],,,2334.93
30807,30807,Kepler-896 c,Kepler-896,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,29.5422963,0.1791,3.23,,,,0.0,517.0,5514.0,0.81,-0.16,[Fe/H],,,2334.93
30808,30808,Kepler-896 c,Kepler-896,0,1,2,Kepler Project Candidate (q1_q8_koi),0,29.53941,0.18,2.3,,,,0.0,515.0,5506.0,0.81,,,,2.3,2334.93
30810,30810,Kepler-896 c,Kepler-896,0,1,2,Kepler Project Candidate (q1_q16_koi),0,29.5422963,0.1791,3.23,,,,0.0,517.0,5514.0,0.81,-0.16,[Fe/H],,,2334.93
30811,30811,Kepler-896 c,Kepler-896,1,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,29.5422566,0.1792,3.15,,,,0.0,515.0,5510.0,0.8,-0.16,[Fe/H],,,2334.93
30812,30812,Kepler-896 c,Kepler-896,0,1,2,Kepler Project Candidate (q1_q12_koi),0,29.5422963,0.1791,3.23,,,,0.0,517.0,5514.0,0.81,-0.16,[Fe/H],,,2334.93
30816,30816,Kepler-897 b,Kepler-897,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,8.04727721,0.077,2.33,,,,0.0,855.0,5840.0,0.85,-0.24,[Fe/H],,,1519.25
30817,30817,Kepler-897 b,Kepler-897,0,1,1,Kepler Project Candidate (q1_q8_koi),0,8.04732,0.078,2.17,,,,0.0,867.0,5841.0,0.88,,,,0.6,1519.25
30820,30820,Kepler-897 b,Kepler-897,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,8.0472642,0.077,1.95,,,,0.0,854.0,5835.0,0.85,-0.24,[Fe/H],,,1519.25
30822,30822,Kepler-897 b,Kepler-897,0,1,1,Kepler Project Candidate (q1_q16_koi),0,8.0472642,0.077,1.95,,,,0.0,854.0,5835.0,0.85,-0.24,[Fe/H],,,1519.25
30823,30823,Kepler-897 b,Kepler-897,0,1,1,Kepler Project Candidate (q1_q12_koi),0,8.0472642,0.077,1.95,,,,0.0,854.0,5835.0,0.85,-0.24,[Fe/H],,,1519.25
30825,30825,Kepler-898 b,Kepler-898,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,5.8706191,0.0534,1.38,,,,0.0,603.0,4187.0,0.57,-0.32,[Fe/H],,,484.891
30829,30829,Kepler-898 b,Kepler-898,0,1,1,Kepler Project Candidate (q1_q12_koi),0,5.8706191,0.0534,1.38,,,,0.0,603.0,4187.0,0.57,-0.32,[Fe/H],,,484.891
30830,30830,Kepler-898 b,Kepler-898,0,1,1,Kepler Project Candidate (q1_q16_koi),0,5.8706191,0.0534,1.38,,,,0.0,603.0,4187.0,0.57,-0.32,[Fe/H],,,484.891
30831,30831,Kepler-898 b,Kepler-898,0,1,1,Kepler Project Candidate (q1_q8_koi),0,5.870719,0.053,1.37,,,,0.0,613.0,4280.0,0.56,,,,13.9,484.891
30832,30832,Kepler-898 b,Kepler-898,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,5.87063416,0.0545,1.44,,,,0.0,616.0,4166.0,0.61,-0.06,[Fe/H],,,484.891
30833,30833,Kepler-899 b,Kepler-899,0,1,1,Kepler Project Candidate (q1_q8_koi),0,19.17903,0.139,2.4,,,,0.0,630.0,5751.0,0.86,,,,0.4,1246.43
30834,30834,Kepler-899 b,Kepler-899,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,19.17891293,0.1392,2.57,,,,0.0,640.0,5767.0,0.88,-0.06,[Fe/H],,,1246.43
30835,30835,Kepler-899 b,Kepler-899,0,1,1,Kepler Project Candidate (q1_q16_koi),0,19.17891293,0.1392,2.57,,,,0.0,640.0,5767.0,0.88,-0.06,[Fe/H],,,1246.43
30837,30837,Kepler-899 b,Kepler-899,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,19.17893976,0.1392,2.4,,,,0.0,640.0,5767.0,0.88,-0.06,[Fe/H],,,1246.43
30839,30839,Kepler-899 b,Kepler-899,0,1,1,Kepler Project Candidate (q1_q12_koi),0,19.17891293,0.1392,2.57,,,,0.0,640.0,5767.0,0.88,-0.06,[Fe/H],,,1246.43
30847,30847,Kepler-9 b,Kepler-9,0,1,3,Kepler Project Candidate (q1_q16_koi),0,19.27082403,0.1423,7.96,,,,0.0,661.0,5779.0,0.96,0.12,[Fe/H],,,628.257
30851,30851,Kepler-9 b,Kepler-9,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,19.27082584,0.1423,7.74,,,,0.0,661.0,5779.0,0.96,0.12,[Fe/H],,,628.257
30854,30854,Kepler-9 b,Kepler-9,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,19.27082403,0.1423,7.96,,,,0.0,661.0,5779.0,0.96,0.12,[Fe/H],,,628.257
30855,30855,Kepler-9 b,Kepler-9,0,1,3,Kepler Project Candidate (q1_q8_koi),0,19.273938,0.143,8.28,,,,0.0,678.0,5777.0,1.01,,,,2.7,628.257
30856,30856,Kepler-9 b,Kepler-9,0,1,3,Kepler Project Candidate (q1_q12_koi),0,19.27082403,0.1423,7.96,,,,0.0,661.0,5779.0,0.96,0.12,[Fe/H],,,628.257
30858,30858,Kepler-9 c,Kepler-9,0,1,3,Kepler Project Candidate (q1_q16_koi),0,38.90787517,0.2273,7.98,,,,0.0,523.0,5779.0,0.96,0.12,[Fe/H],,,628.257
30860,30860,Kepler-9 c,Kepler-9,0,1,3,Kepler Project Candidate (q1_q8_koi),0,38.907202,0.229,8.22,,,,0.0,536.0,5777.0,1.01,,,,2.7,628.257
30868,30868,Kepler-9 c,Kepler-9,0,1,3,Kepler Project Candidate (q1_q12_koi),0,38.90787517,0.2273,7.98,,,,0.0,523.0,5779.0,0.96,0.12,[Fe/H],,,628.257
30869,30869,Kepler-9 d,Kepler-9,0,1,3,Kepler Project Candidate (q1_q12_koi),0,1.59295975,0.027,1.48,,,,0.0,1517.0,5779.0,0.96,0.12,[Fe/H],,,628.257
30870,30870,Kepler-9 d,Kepler-9,0,1,3,Kepler Project Candidate (q1_q8_koi),0,1.5929716,0.027,1.67,,,,0.0,1560.0,5777.0,1.01,,,,2.7,628.257
30871,30871,Kepler-9 d,Kepler-9,0,1,3,Kepler Project Candidate (q1_q16_koi),0,1.59295975,0.027,1.48,,,,0.0,1517.0,5779.0,0.96,0.12,[Fe/H],,,628.257
30877,30877,Kepler-900 b,Kepler-900,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,6.9913086,0.0679,2.19,,,,0.0,720.0,4848.0,0.77,0.34,[Fe/H],,,487.525
30878,30878,Kepler-900 b,Kepler-900,0,1,1,Kepler Project Candidate (q1_q12_koi),0,6.9913086,0.0679,2.19,,,,0.0,720.0,4848.0,0.77,0.34,[Fe/H],,,487.525
30883,30883,Kepler-900 b,Kepler-900,0,1,1,Kepler Project Candidate (q1_q8_koi),0,6.991307,0.064,1.55,,,,0.0,654.0,4735.0,0.63,,,,1.7,487.525
30884,30884,Kepler-900 b,Kepler-900,0,1,1,Kepler Project Candidate (q1_q16_koi),0,6.9913086,0.0679,2.19,,,,0.0,720.0,4848.0,0.77,0.34,[Fe/H],,,487.525
30885,30885,Kepler-900 b,Kepler-900,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,6.99130452,0.0679,1.95,,,,0.0,716.0,4847.0,0.76,0.36,[Fe/H],,,487.525
30889,30889,Kepler-901 b,Kepler-901,0,1,1,Kepler Project Candidate (q1_q16_koi),0,3.51749439,0.0366,1.21,,,,0.0,645.0,3916.0,0.51,-0.24,[Fe/H],,,253.867
30891,30891,Kepler-901 b,Kepler-901,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,3.51749473,0.0378,1.42,,,,0.0,704.0,4132.0,0.56,-0.3,[Fe/H],,,253.867
30892,30892,Kepler-901 b,Kepler-901,0,1,1,Kepler Project Candidate (q1_q8_koi),0,3.517482,0.038,1.24,,,,0.0,714.0,4246.0,0.55,,,,13.9,253.867
30894,30894,Kepler-901 b,Kepler-901,0,1,1,Kepler Project Candidate (q1_q12_koi),0,3.51749439,0.0366,1.21,,,,0.0,645.0,3916.0,0.51,-0.24,[Fe/H],,,253.867
30895,30895,Kepler-901 b,Kepler-901,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,3.51749439,0.0366,1.21,,,,0.0,645.0,3916.0,0.51,-0.24,[Fe/H],,,253.867
30897,30897,Kepler-902 b,Kepler-902,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,40.1097817,0.223,3.11,,,,0.0,556.0,5509.0,1.17,0.14,[Fe/H],,,1165.34
30898,30898,Kepler-902 b,Kepler-902,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,40.1099547,0.2281,2.49,,,,0.0,524.0,5960.0,0.91,-0.2,[Fe/H],,,1165.34
30900,30900,Kepler-902 b,Kepler-902,0,1,1,Kepler Project Candidate (q1_q16_koi),0,40.1099547,0.2281,2.49,,,,0.0,524.0,5960.0,0.91,-0.2,[Fe/H],,,1165.34
30901,30901,Kepler-902 b,Kepler-902,0,1,1,Kepler Project Candidate (q1_q12_koi),0,40.1099547,0.2281,2.49,,,,0.0,524.0,5960.0,0.91,-0.2,[Fe/H],,,1165.34
30902,30902,Kepler-902 b,Kepler-902,0,1,1,Kepler Project Candidate (q1_q8_koi),0,40.10999,0.231,3.0,,,,0.0,527.0,5966.0,0.93,,,,0.6,1165.34
30911,30911,Kepler-903 b,Kepler-903,0,1,2,Kepler Project Candidate (q1_q16_koi),0,10.3507721,0.0912,1.75,,,,0.0,774.0,5735.0,0.85,-0.14,[Fe/H],,,1369.24
30912,30912,Kepler-903 b,Kepler-903,0,1,2,Kepler Project Candidate (q1_q12_koi),0,10.3507721,0.0912,1.75,,,,0.0,774.0,5735.0,0.85,-0.14,[Fe/H],,,1369.24
30913,30913,Kepler-903 b,Kepler-903,0,1,2,Kepler Project Candidate (q1_q8_koi),0,10.35113,0.092,1.59,,,,0.0,768.0,5726.0,0.85,,,,0.4,1369.24
30914,30914,Kepler-903 b,Kepler-903,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,10.35078415,0.0907,1.97,,,,0.0,842.0,5534.0,1.08,0.14,[Fe/H],,,1369.24
30915,30915,Kepler-903 b,Kepler-903,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,10.3507721,0.0912,1.75,,,,0.0,774.0,5735.0,0.85,-0.14,[Fe/H],,,1369.24
30918,30918,Kepler-903 c,Kepler-903,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,62.9228557,0.3037,2.23,,,,0.0,424.0,5735.0,0.85,-0.14,[Fe/H],,,1369.24
30919,30919,Kepler-903 c,Kepler-903,0,1,2,Kepler Project Candidate (q1_q16_koi),0,62.9228557,0.3037,2.23,,,,0.0,424.0,5735.0,0.85,-0.14,[Fe/H],,,1369.24
30921,30921,Kepler-903 c,Kepler-903,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,62.9224936,0.302,2.75,,,,0.0,462.0,5534.0,1.08,0.14,[Fe/H],,,1369.24
30923,30923,Kepler-903 c,Kepler-903,0,1,2,Kepler Project Candidate (q1_q8_koi),0,62.9147,0.305,1.98,,,,0.0,422.0,5726.0,0.85,,,,0.4,1369.24
30925,30925,Kepler-903 c,Kepler-903,0,1,2,Kepler Project Candidate (q1_q12_koi),0,62.9228557,0.3037,2.23,,,,0.0,424.0,5735.0,0.85,-0.14,[Fe/H],,,1369.24
30926,30926,Kepler-904 b,Kepler-904,0,1,1,Kepler Project Candidate (q1_q12_koi),0,3.02166863,0.0417,1.35,,,,0.0,1332.0,6201.0,0.99,-0.2,[Fe/H],,,978.125
